Control1 Control2 Control3 Treatment1 Treatment2 Treatment3
247885_at 183.404250239448 126.980224883256 121.609614364056 377.195686898379 94.1271155700723 86.1096115432382
247886_at 365.092897691072 428.531700056774 517.408699066023 570.567714946459 325.109763527069 268.635795575528
247887_at 55.5683028756224 257.963178619912 42.5360333362034 258.788863186223 114.150820461422 199.972306672225
247888_at 215.572956581681 551.902613325793 453.058619724281 134.782125388895 254.308613570824 294.843817938638
247889_at 317.783041512551 163.027537629976 324.04320838556 46.1024462910379 271.425447497718 421.953459859831
247890_at 800.764896839874 480.171648100523 561.360361521216 679.73734808384 632.321726899356 689.011641694618
247891_at 223.932827284209 142.489038510418 286.931296831123 127.196939878099 129.303348012749 349.726795297317
247892_at 312.507285587216 330.902850734884 643.580897089332 165.506647172332 165.599086600307 254.193008785046
247893_at 206.052038927104 119.828239040651 118.883785908984 249.499404249057 205.639135006078 277.17976822136
247894_at 277.507400277748 316.769979024073 503.660969164723 182.559961879547 278.60760637232 426.918677531404
247895_at 137.077814501708 246.834066037479 279.092398917112 19.7182340307959 132.693601354026 286.717648189544
247896_at 511.77812743952 696.117820230219 536.136339585517 167.386038148962 434.15560864046 677.507533210848
247897_at 6.49419947037401 17.5807854513946 28.4245475670728 144.077169911446 5.06524339161328 10.1002706555635
247898_at 262.465003662434 225.585236411348 544.188572632924 381.007377778689 293.484809254449 379.489378222444
247899_at 181.812049836036 369.044799008773 343.60337344184 364.617702277661 220.046637345067 186.531544555846
247900_at 1966.72708570390 1898.67778896496 2507.31477342559 1778.63484097405 2067.32078300246 1675.76066026286
247901_at 518.735093181892 576.782425657308 443.95086620782 612.182538914647 359.415178740377 450.616258408752
247902_at 533.96289449077 491.992794224427 285.83412909594 719.894957016723 511.585643895414 731.75388532312
247903_at 908.49827645388 800.36531399553 703.966894769073 791.477292902717 729.320813038372 677.683340701204
247904_at 75.1251480021693 215.251805549860 272.796716457216 144.294507924303 176.165565518830 209.706785114981
247905_at 59.0058106947958 29.034211542384 30.9348221714218 344.852625135377 31.4509036291901 141.290216686756
247906_at 62.9231309533286 65.3517899500535 411.837942004256 25.3966366651081 74.7925794764207 23.891140026103
247907_at 371.689533292348 331.715797521446 220.456634713741 480.550669589437 513.632693464685 471.854255698813
247908_at 78.2663741149733 230.710248470759 285.704803803172 16.1749703552196 140.723611433608 145.873033504585
247909_at 268.873449099736 502.665527383998 303.935767474727 146.675150429354 273.736215934206 141.945325316925
247910_at 453.649831447373 252.396499287659 372.159437100772 294.301955130711 410.907682777635 235.154893362833
247911_at 56.1138741074043 37.9670195449399 20.8596588110854 9.83645582743693 37.8254603846929 7.38731714438997
247912_at 378.751752493949 454.565884982652 253.340531421594 513.516921415287 327.027684466905 375.838690621471
247913_at 127.537911915591 403.998494213476 72.6555408820942 254.260393243770 99.8086343976362 96.1224265853526
247914_at 98.4987445381686 158.553188042088 111.18567948866 181.463611480097 81.1726740725706 49.7005915586243
247915_at 64.8976068817854 93.7728615060403 18.1436384847968 357.603485629977 7.71155213398078 8.99123494604447
247916_at 242.555434453616 421.774278304401 316.33974561806 495.505703988461 332.309750943348 413.365434413644
247917_at 33.5009853248609 17.5038140255474 64.920945802397 35.1725956333855 92.1278540788484 17.4702968729078
247918_at 491.695374350541 445.35260369272 668.659637394086 135.606247343413 239.708267707084 436.281506103472
247919_at 96.811719833616 34.2807664523222 281.23029988243 209.010660635362 75.085785312786 106.576482940919
247920_at 4.78705779760869 14.7293912031313 35.1967743758774 16.8624220980957 9.31289669651508 7.39747920700316
247921_at 1211.51405449444 1125.21319633425 640.888840055731 1690.30982746418 2016.61563917125 1992.90765032754
247922_at 82.7754001009009 83.4637612229385 231.094457898362 21.7632333094889 70.5235804751773 181.581544595652
247923_at 790.022351370462 832.95008713217 697.103885442976 758.819348611544 863.261503140624 780.781385965269
247924_at 2730.61106442878 2445.1463393335 1683.96983013101 2296.33784400394 2668.7195409071 4674.72871722859
247925_at 276.028911926164 218.256482590136 443.304114678228 259.523219717061 365.344161351695 101.326811191583
247926_at 430.538016480884 484.60821193687 848.000056741654 571.303347290957 508.353372635348 362.748429059503
247927_at 24.0210320643297 18.7971010678160 79.0911474839787 243.952893696475 14.7876807548541 17.2055792041095
247928_at 56.1021683103022 264.640037640172 321.862988083261 143.646904956818 45.1533672968402 137.731635266517
247929_at 1318.26328974188 1032.07271970272 1912.77963500482 1145.54086333596 1200.51586404993 1091.51357862109
247930_at 305.977598407635 366.95141479499 64.2373779693922 687.534003275869 389.252073627636 386.764872358944
247931_at 229.263556055903 450.95412375826 335.671905423562 582.861937893786 146.332157696158 231.685401111872
247932_at 115.148319504011 112.591083713122 75.6324186999453 303.665564326712 77.5667945207822 10.7363789138088
247933_at 1669.39519864020 1388.09060241410 888.840604544032 1350.40732753941 1805.64574175271 2048.34509332487
247934_at 249.612304523372 236.483421753858 477.599103155505 608.937209987343 290.905772336368 379.593031437965
247935_at 1553.87852320394 1390.60281365470 1212.80344023744 1398.41351878185 1575.96454070117 1421.68928065411
247936_at 202.278558138910 486.644713400871 205.310650333929 473.728352659502 234.403400954374 412.549039638079
247937_at 714.091886500884 402.872716376981 1270.78169809826 1007.86626202417 749.130682522129 597.691520584267
247938_at 115.49622399644 92.8732010767428 34.1392811746123 496.554769492521 134.771353527002 67.8470467488412
247939_at 451.001918049119 541.341327790636 507.545217021691 709.13985630682 288.236751565687 475.083305132035
247940_at 73.4161257879881 384.699082896104 224.304282386025 532.337511752541 181.092040166988 209.313116638878
247941_at 59.1791481148998 182.069258483086 26.9981739630301 256.924675415209 9.59736344354765 108.315480154876
247942_at 498.575414705172 492.941073557976 789.094142899724 713.11299259653 542.317455350428 357.328547554831
247943_at 100.394151102432 56.5884238176888 257.148334247296 269.355332621518 125.084255026233 106.053163632226
247944_at 429.031994448709 536.40962100556 234.491811652208 549.580827099168 522.587341771838 554.132299122371
247945_at 462.339593720571 562.110928265137 542.372214637715 403.473231579891 683.844372817329 577.187584042307
247946_at 13.1562382361445 44.8794894345632 289.277594974467 285.728539129961 160.666336495058 43.35859648603
247947_at 478.411353674295 754.164390046553 724.064164001813 510.453734484141 1078.64553051344 839.120272899517
247948_at 291.993029282641 385.526861809783 258.261872153404 106.081754355522 319.935110032743 144.544292729786
247949_at 2402.19787132420 1072.76156133233 643.033971558155 772.154450574388 1326.54917022536 832.5732433081
247950_at 165.269676847848 246.903006116382 306.116469173047 79.4216301019304 226.374540228693 246.280649816093
247951_at 127.422591739103 14.7146593151969 107.039131908699 356.423434479068 83.0015700614699 33.8718774961887
247952_at 47.2600805181774 31.5267429099161 22.9769620336171 33.090008544541 20.5021614647879 59.8985986329471
247953_at 12.8374092060777 156.631826882318 185.880960714324 13.5921709235805 27.7167295822883 119.447429195932
247954_at 2458.96857800143 2561.19397905237 2012.00756168316 4491.74638040074 3233.87258182249 4997.19147225189
247955_at 503.039051195112 669.626744419497 478.018838207053 568.756640694738 666.43456328909 545.297789195167
247956_at 141.170156447288 123.754132874290 394.959574925976 105.512300813276 169.211462122713 77.046081188727
247957_at 143.289423080271 73.0194534444689 100.767580602896 32.0041782520721 111.506196975605 336.006845492798
247958_at 213.865432816877 302.659924432602 414.12965791551 500.303606084796 287.262383963929 252.825428362986
247959_at 76.2010396802684 118.293495649398 92.0852178637012 14.7284440315382 80.0328374116879 6.55564406428195
247960_at 1937.98185380522 1354.13031099001 1573.37095281290 1379.67042458001 1780.82501016641 1730.92298455150
247961_at 10.5485079006825 13.7128955660072 21.0447900090801 36.7201200120940 5.14892051508078 97.4083669490734
247962_at 195.269708677733 208.512163428228 306.339231036768 408.289766971756 244.439244525417 179.130620737860
247963_at 263.172115941564 173.425505572685 237.761316921761 516.691759826703 369.162039547978 209.145071650196
247964_at 354.911865879888 350.415149312366 219.041925061442 90.2408908182828 279.326228451498 290.999936941977
247965_at 419.729818976387 877.583336663786 498.833326253331 565.585664906445 666.060538462059 996.367007782446
247966_at 258.517529848132 292.175806619583 483.562710502966 353.831949723581 262.622948564458 291.315734224871
247967_at 73.4951031795621 188.858322442995 276.055389011612 140.834768409718 66.9167654409321 79.4182493460731
247968_at 3623.08853566129 3254.80308785537 5054.63347080363 3452.46260779401 4546.55797699886 3352.05678993164
247969_at 5.14775633886187 36.3391487911869 16.2054649616785 11.2844178782513 9.91601103115358 56.005672589868
247970_at 245.407580455042 140.553732215332 43.0367703985388 556.487030190974 172.838453939027 149.842002457572
247971_at 274.633480331921 70.9564944933857 448.81632163994 287.165545721603 194.275537572478 254.115805047744
247972_at 393.86403662852 239.21350231787 434.507108900437 568.159349716955 551.376437907422 409.5962518684
247973_at 48.6649423371396 39.5212279964447 85.266475157606 19.5379462167892 67.5469968288007 108.856320308878
247974_at 20.7034637699708 89.3787884579616 25.7469998824797 18.5215063191918 54.3619299605776 14.8690851424976
247975_at 16.3762782039839 10.9425509578750 233.826212212294 231.976951232232 8.4582123326987 14.9733323382982
247976_at 55.2748141503988 11.8403916503175 432.323788421201 39.8497403517077 9.08023367941264 20.0992940747837
247977_at 61.243317618212 19.4974815252382 21.4795571526891 224.433508400656 54.1125748315557 8.8647708863062
247978_at 5856.37092104947 6005.12544437885 7189.38090846457 5052.07771594291 7637.34615897676 4883.46184402249
247979_at 269.517278468645 225.018000621674 496.443905955746 306.334245652929 181.515242848061 274.776019703551
247980_at 9.77295303451494 31.7383997681786 35.5301520510187 34.6111774928436 9.25532025266186 9.14371538681212
247981_at 11.5138606261525 69.6617427095296 319.80132547534 307.212339717539 105.794529898933 122.348848927902
247982_at 2177.57826269429 2202.07728081138 1850.49070880441 2207.74239967780 2575.75453664277 1956.82648554706
247983_at 2679.30602657865 2615.87982530277 2771.11668398874 2242.75551023546 2963.20842589385 2591.47490322897
247984_s_at 460.776404167007 545.29868081291 598.406489656154 648.106706486468 350.643011714929 392.14391879607
247985_at 726.543142768016 611.667737213623 462.082076583320 867.333736601194 570.639660972589 646.264465190699
247986_at 47.3493544977622 107.122615875193 32.6185664434125 99.4614126834108 32.7494360707715 37.5181621262357
247987_at 882.370518821105 717.506883889933 559.84733996698 908.743435372318 759.70170471773 790.639724802212
247988_at 379.602580743919 448.968759108427 392.321867730492 331.931683918539 393.541775322129 336.878061623657
247989_at 1673.20122195305 1536.35432263362 1941.79554892086 2095.18638711291 2385.85727423993 1713.70075077256
247990_at 1327.48039341979 1060.61275637896 1165.97181245108 813.411642788945 1114.02091803066 1062.48773086672
247991_at 62.8385466932277 348.191416668673 43.6348134694292 202.201342234384 32.0186156563871 24.3298190341846
247992_at 224.498719966507 205.780246880913 470.586258364345 452.423161043041 132.006169737523 12.6436445937229
247993_at 289.079266432819 336.733497720808 229.461933726067 254.341351697892 257.858468528212 173.429604218449
247994_at 948.69702710907 923.474251041699 587.216746265458 736.587395270477 745.265917466064 1058.78576856397
247995_at 129.902111191819 353.298338089791 131.774314196468 162.42563668332 118.862928182866 151.252631517032
247996_at 987.036703165592 901.524125581106 927.76707424341 929.138404487472 1047.58289399472 840.781574103333
247997_at 1102.43740023752 1209.92533684582 1088.72087517214 1340.74253975357 957.77952908413 1185.79676774805
247998_at 174.469984026629 194.479179904652 252.605817998741 186.433587099760 132.733317028696 210.367886961936
247999_at 1705.58493490046 1474.19018016072 1232.04211849881 1237.03237778956 1923.24554111752 1714.49562301447
248000_at 879.48792080038 731.126885295427 1106.01368840166 779.66782797301 744.91732493011 845.561485966081
248001_at 424.447146020287 337.257267807152 502.950713840135 385.053222851216 330.377343020090 203.600515297798
248002_at 410.04968584122 627.74340287447 639.054562730441 957.591791996761 515.4708643554 442.920229191083
248003_at 404.152754597078 475.303216246671 583.781948743068 691.920142445008 403.720249909218 428.439782019909
248004_at 158.876899149855 30.9393855400908 477.544069596375 83.28960865281 133.822680307656 271.908764973959
248005_at 1158.92489532327 1262.91778721098 955.2569080924 1097.50760121051 1460.03466875575 1281.48944802172
248006_at 217.446000501677 294.496588400859 384.770094405753 222.978961653882 189.354543234365 362.462701242406
248007_at 851.062687550712 828.07526084951 500.36493509137 286.852466696089 963.184311905224 793.52495224104
248008_at 216.746824910434 116.965070083635 144.015105486901 149.807415831693 106.887116028796 269.137897191014
248009_at 671.590901536371 879.701223988636 642.878469795266 652.29748409125 799.758194354846 705.464378131756
248010_at 1214.66329180537 1040.48489409378 1145.10286702902 922.149267976747 1094.08206028377 1086.82002659098
248011_at 94.0190604747487 49.6547121389212 370.993161930306 118.895585953755 41.1343531653091 118.192868319697
248012_at 40.2408031022432 175.249379361793 27.9986058859505 231.383081972591 8.0596456734072 16.0810180287964
248013_at 5.06527618517077 14.8480843020295 22.0416303507494 22.5118394305191 6.35967205925097 23.6114422110902
248014_at 468.723646452531 452.435079580134 529.389745982812 451.926382917082 387.336071684177 330.352581744403
248015_at 14.4671067109978 137.493624507978 54.778487249255 56.6844237910041 43.425867721338 26.6171758979900
248016_at 77.1688039500117 323.54993877424 32.1765792194094 27.7486548744871 140.486355596551 124.110660418324
248017_at 315.647290780137 406.577887811135 236.676458607475 429.258970127496 268.125347763265 344.134590410512
248018_at 10.9352445910836 28.8940958475463 23.2218565297964 147.990340408959 22.8498019969673 11.9403204645461
248019_at 18.5657427598126 154.384000742754 39.1641669657707 206.821978965907 18.3461383993197 24.8713318679038
248020_at 37.7206887079599 19.3309121786387 63.0775899881471 81.5217012448353 55.3108295786262 70.7788588985289
248021_at 1139.87196515817 871.390313808534 987.725568306667 708.544306962673 1103.69358101287 636.03038248181
248022_at 18.8815094344403 315.0125899612 27.0462163338674 13.5035160396457 4.79118206404555 43.3817658785511
248023_at 204.852127688478 51.7129394498689 43.6400292976003 330.97742424395 214.297002031971 172.731029519247
248024_at 102.931218715355 87.1978980448064 310.070716272365 261.499273152294 47.2229208807146 97.5272892234388
248025_at 1570.58183106841 1393.82195254321 1084.03348057125 1291.69545700760 1602.67585788749 1416.61567607912
248026_at 230.686702690604 391.154082612099 314.722952126140 324.769530847181 346.039064556535 294.413440692514
248027_at 313.043414601914 159.353889970899 254.238493447471 50.1359087256526 380.03324116732 332.538371980943
248028_at 72.406470952962 122.727481086791 514.353470995612 103.168677336026 52.1393520104602 34.7444433439768
248029_at 386.252866139642 407.152260093781 393.53538120744 417.02085308163 393.402381069457 432.851544850934
248030_at 220.283848214085 53.0441025957316 782.207781827094 277.839796749552 227.41482702454 167.293076900075
248031_at 538.658344119872 329.391946467347 561.652780459732 320.987575883908 455.026182053205 538.718288154936
248032_at 691.987098616849 559.18114310391 489.516299729864 574.637947882764 698.284480737777 668.778464175295
248033_s_at 7.90043312423928 86.6734597133562 13.5363959162513 112.322402447470 6.55988083130121 110.035400567833
248034_at 687.232877075049 698.688117624118 551.841500174943 509.975674186008 552.911581687965 551.370425859134
248035_at 79.4659929368522 136.254500641451 52.8121927331155 34.6201352038047 108.158838339279 303.333621328459
248036_at 382.388713666491 594.492092458949 847.29321476198 411.390643486676 552.00721869108 402.960070943117
248037_at 16.7403276503151 52.4404930856679 511.00239433037 42.0714002600028 53.7934883582662 38.2665790837174
248038_at 77.2510042719043 120.604958779495 165.430713602502 146.828366349511 63.369401926906 75.5398756406716
248039_at 30.2842481006187 61.1420457429281 19.5858869754853 360.426067003032 79.984714438644 22.9110786043717
248040_at 744.272106916581 879.394039954085 641.176037722135 666.400986635579 738.639580278654 865.715525027343
248041_at 1645.85221917779 1962.45886241979 1661.82387720863 1063.99366552031 1652.35580256234 1609.06916129525
248042_at 373.396654380465 659.338393102679 461.570301012358 550.653844400244 431.944663428107 217.697577138183
248043_s_at 4886.75651056386 4830.88910248954 6604.64124409764 4648.04124105925 6822.77065452443 5180.69486207865
248044_at 525.567068576547 445.672021905436 343.582480455570 256.009429413357 376.503033623401 496.809427263455
248045_at 3917.92302847179 3403.6115248158 5251.1957581255 3910.04717554681 4949.98844651698 3390.68126153251
248046_at 816.552036090682 804.021295584207 1062.94072647884 814.477527869495 749.980905237283 842.308547937333
248047_at 12.1701530589781 119.006592763446 83.4419004024784 18.9306702597480 7.1283167956303 139.076941645661
248048_at 522.008145822526 257.140834198388 717.899553220607 1104.78364572515 1311.11201843632 529.182383723523
248049_at 352.632099747624 246.843612790034 330.570616552012 334.507818572023 531.410080399934 402.787194974466
248050_at 854.14501746796 800.86068784511 578.640691014782 1545.53990994473 684.946136825887 1546.01790955917
248051_at 123.207643306505 23.4057099559066 139.027483001322 16.9202146943088 15.4247850017846 37.7057758592492
248052_at 57.3650378898454 17.1619737415106 253.764072807522 11.3916807952176 50.1843956932547 49.5822750851518
248053_at 108.864952197832 407.632353036831 54.0274945328232 187.264276688835 141.619216302668 55.9840291238994
248054_at 93.2300140159527 113.834916181160 90.4310569762805 129.777671404971 118.585158764561 73.9057720832315
248055_at 87.540862561212 40.5490047757085 343.245381311310 438.449121752071 37.4094982444653 105.590266546536
248056_at 551.621665733630 470.272549106837 583.615199807202 743.841240567566 457.597951393644 433.26002006272
248057_at 139.036251966881 155.193977740765 530.518791593071 353.256814738796 124.591880527553 171.743743845133
248058_at 1551.82420932286 1398.50373682755 1046.88930058314 1373.50457137294 1564.18975340636 1244.56771947549
248059_at 238.147459372495 405.745632905201 64.9778719391793 261.985313782828 270.780076010522 397.578366726278
248060_at 709.782494124582 575.372131416799 368.734865132220 745.424306522953 643.420631907886 518.854489410413
248061_at 107.765893461450 14.1235570806624 46.8327991247225 376.23263435622 138.401861094411 116.923123137818
248062_at 7.35177485748625 34.3637989495152 22.0602018654656 59.4191738183114 4.58009927905901 23.7115670990835
248063_at 575.454452911994 644.78308070442 954.698996787922 981.85090181709 576.571269295095 677.501127938267
248064_at 27.3419187242771 49.1879560796678 19.5777936915123 65.1568894074674 29.7684999019476 46.6644436103039
248065_at 110.541792385714 36.4695445922938 113.268245084583 132.704198744413 7.73981567137366 255.679112644190
248066_at 139.255671547382 81.9343687798993 382.715074965244 141.521134804672 194.074456115661 39.9662477875281
248067_at 577.649188540315 466.764571486538 833.520666534473 504.377827170381 397.811107609142 447.836015547129
248068_at 1312.85295409992 1283.36879568909 1263.87733938881 1230.16040034467 1527.57931977433 1074.42258659376
248069_at 118.10713012686 31.4377070159509 111.679496089827 152.264029604595 43.2617683718968 205.045956121379
248070_at 471.349438985316 526.061568799088 568.463416688321 373.869853232329 359.857468174700 474.862133163147
248071_at 421.258612992817 406.118763980771 533.183010842323 497.703023779216 468.035422168572 403.222657522562
248072_at 13.7726892715146 27.1507417945981 44.5501112055276 32.1736596932583 7.53047158088475 22.3770015268774
248073_at 6.27557158747708 17.9051920522013 19.1241143696518 147.206340988087 9.26110292885025 47.536154305345
248074_at 244.843133978776 490.514009020297 188.985008572717 36.8226900600381 246.130134648003 99.5093800310386
248075_at 73.1521529343391 33.3366789195502 29.0063280505713 143.037090659384 26.7409538567839 4.7977743768886
248076_at 10.0989611522907 33.7915209639635 347.038542023869 298.631514156109 14.0241639106441 11.0132125505282
248077_at 82.7517170008927 161.805252351295 93.1775698900707 189.261627492864 104.757055259954 25.8094310898981
248078_at 62.8867311116809 25.5126413018677 189.923349815141 95.385626074238 77.5981375876165 27.4268738151232
248079_at 195.686293186828 167.376550485382 328.93183836401 321.689299621764 174.350768632829 513.759185933754
248080_at 178.001033881664 354.57806675593 183.437106075008 272.015565439198 220.345501430021 280.513641221518
248081_at 566.741621222199 701.689349071929 552.267948973645 887.552028496033 663.42490492003 676.256580521915
248082_at 174.001188051576 100.505356777727 53.8467829387716 60.1159609794592 127.250221802390 42.6226433870505
248083_at 15.1949326736378 264.935280548625 32.9037292007393 18.2906948440215 38.5705608803101 92.2777069663714
248084_at 79.6464400564093 178.910147161645 32.0565617552563 76.8475142391845 18.2886880673478 76.7745663394613
248085_at 449.301644067281 536.379158956305 691.433249063142 473.690274555477 625.638584766135 386.953527128163
248086_at 34.5804453586398 16.5760454140772 49.7291769027252 126.050924143916 91.3545366227388 115.678419589849
248087_at 412.67171136009 394.035865296045 374.320638492783 416.003570850161 358.014781388025 59.6326174361572
248088_at 1110.4206140217 1089.22088768118 1307.40156836221 1077.97241539973 1717.95756114880 1214.49410729337
248089_at 50.7772205705748 222.951391541731 67.8264456368791 320.449342559634 64.4758624317605 92.474101416056
248090_at 85.007155099324 347.37486736118 34.9275591831168 13.9000521446455 103.050512348738 136.718158279657
248091_at 397.251349100100 233.112505385692 278.766807876442 416.128228148659 440.689639876803 454.898603855103
248092_at 938.642734482768 939.224603687265 779.446257956418 568.12622992736 730.97722991317 879.714283737604
248093_at 292.171719157403 247.098447123878 615.029118935577 658.577397035304 261.647480434226 330.383539757971
248094_at 86.6214689339664 54.1149618066042 192.186131219877 127.782015672597 144.834687378799 142.940150881542
248095_at 689.754724685316 794.500630970605 376.540286394316 680.945833203846 609.695169479034 511.621715665749
248096_at 53.988171090921 94.1668634759973 332.750235851800 101.986386996137 71.2909440627543 22.420291923799
248097_at 220.406972608907 223.308357386930 661.392065040394 475.39303320574 398.87521716555 400.402457949585
248098_at 2093.72075280044 1581.22134152796 1769.79807314740 1107.08588924211 1693.59901011449 2066.19317882256
248099_at 1011.46584405549 808.312067331625 640.381538816136 983.44603002433 792.832363534415 909.381603188566
248100_at 1314.41149411426 1240.69255679179 1293.68739586544 994.844799519177 1124.07542099680 1040.39608130140
248101_at 521.799801325415 504.63489486363 301.426083045334 506.699550779148 712.149154458608 407.125939312343
248102_at 809.600636723996 924.430196704024 718.611817752215 650.851756790942 692.459311419089 921.199534967711
248103_at 2897.72883253098 2842.32718784223 2367.36114997128 2505.91371397858 2572.96955032559 2852.64519108341
248104_at 62.6080776798132 169.963726050838 19.7478639957307 475.45903267981 39.3229240837637 9.8998302184439
248105_at 326.06666157745 228.334461234108 356.483211422519 117.517215564184 396.601435971699 290.543719055177
248106_at 622.97286835043 760.693374564267 452.488026319338 608.444089048309 481.756101496858 634.859224981929
248107_at 3809.25216298303 3661.62190347388 4190.65788970109 3120.21001763255 3853.84022146119 3317.83581827518
248108_at 680.298908679894 965.5033826968 1042.62814189556 981.388221465034 801.557243275787 787.452560763193
248109_at 1337.49415390492 1244.76827800683 920.85497405867 1689.20202736612 1302.81859505586 1470.60247072376
248110_at 39.5640411902456 235.380592527053 63.3074778721731 196.357097806279 3.5784477831506 147.188654757429
248111_at 11.9310856311194 138.507789745800 94.277546895255 40.3564893006021 25.7584316989511 48.9812502758117
248112_at 10.7328107644710 231.495597335262 31.9113236252684 146.088927705702 14.0582304221669 31.5209653290331
248113_at 84.2480211360758 259.594422613859 61.3890630671797 18.0653927582558 53.7560780375366 117.708656343344
248114_at 47.1435514764504 204.145699769871 116.230661844974 318.053278686582 98.026061046366 127.18875710252
248115_at 2235.57705711308 2185.63132966720 1953.96079391137 1705.74460029898 1835.69232368506 2392.4044585401
248116_at 59.2828112730136 100.046367018058 98.4142130681496 372.865816097131 34.1415917869588 256.703271724861
248117_at 900.596258074505 918.733516508676 864.799699936098 704.335589836518 833.240067665681 903.353568700603
248118_at 244.192151621733 279.811074957613 313.576624320606 12.1463387387637 206.763048533518 107.596035411953
248119_at 50.9143432104797 133.543187947246 130.490288735155 295.389525637848 115.255830573778 11.6134056940019
248120_at 3552.9761843609 3642.28964815669 2357.95726197251 3834.74247804472 3157.97259261911 4111.19243923517
248121_at 112.016259220316 14.7539086647439 159.155162013850 92.9673048898493 145.024736023740 234.915281175854
248122_at 7.86237331165804 25.7235979473648 33.0282419533011 20.692634170365 6.2909211899761 89.5631788028563
248123_at 8.23518943306973 46.6126447495912 47.6060445438042 12.2381749839468 7.93041482847688 19.4786256638470
248124_at 921.941387833552 693.466377725319 607.79236237329 381.575399962827 852.004146470176 980.050318522318
248125_at 75.790568755238 201.944530223513 79.3097417052321 152.949256434072 35.7019165658489 38.0033800848105
248126_at 4433.15641976081 3985.25058137124 3549.34417904158 3928.47632212716 4248.85420241883 4753.38475721968
248127_at 1464.76385276416 1408.59860887019 890.38393819211 711.515572094972 1396.11173102248 1387.37171022877
248128_at 2416.64411143215 1941.80791704862 1587.71545387687 2140.67147359172 2544.12040347292 1975.43315110119
248129_at 281.495636842036 227.653945725483 283.521617016816 278.334497738636 335.388200614796 363.631926111480
248130_at 35.5205649025917 115.941760502506 140.404865167482 66.9245529493691 44.081595129006 44.4779562988765
248131_at 167.607020083922 342.321028567966 244.573998779766 274.480979007050 120.206994577127 273.421445615234
248132_at 884.696104519336 829.162096461767 1128.30968075481 603.799360109166 678.830325663396 692.185211121725
248133_at 111.300941929553 248.425122627693 421.817504926808 446.622410086534 168.264307760736 311.106047026410
248134_at 455.593374645985 485.376322730681 739.023065953139 590.614168064657 496.041031054045 593.903766934755
248135_at 129.953677658105 96.8327774311774 366.283945227355 482.833174996091 186.423581381126 24.3490297241807
248136_at 173.522976948802 194.160172282011 201.769752646929 260.083076328102 316.252295818106 325.31828495727
248137_at 85.9873091187072 298.47893146847 262.389118670645 89.0719021436836 53.706589757639 183.837558143347
248138_at 540.883070916064 889.327844348816 872.071881313726 778.333898559836 618.302981775722 660.51152167758
248139_at 458.825674825541 530.72490884031 584.279969939666 583.987138711012 600.759859456774 237.461170508395
248140_at 249.234849554766 236.726842110207 251.877491416841 312.674705695716 335.375466920337 387.43973637166
248141_at 32.8802448640391 23.4496448674681 196.136825752559 164.499096881343 11.5085687537799 10.0497102660586
248142_at 741.675649280534 769.973134072733 653.668997461522 597.874219033592 675.049160408464 796.707531360198
248143_at 117.877416139828 264.381778125154 59.6342667498002 92.8031272519659 64.5484662807189 238.855917688507
248144_at 1114.9218226031 1256.52090293935 1287.70268368968 1458.63531690683 1824.29487273502 1501.59201917547
248145_at 122.277174642818 201.598019483594 46.8975952204097 41.4729548720174 149.392579060050 160.477407827019
248146_at 6585.71296842743 6613.9894396373 6998.97062741665 10625.5006231333 8752.3248947508 11602.6542989008
248147_at 781.864323102118 801.021139615928 1160.94427233202 740.692410255944 938.585272666038 759.985687869826
248148_at 239.325314927200 353.870530652836 284.701829115924 43.4555229633314 270.090017611459 314.907124432791
248149_at 1314.56872228123 1092.23819395475 1293.85076688560 1246.10220298181 1117.67889906181 1446.34898460342
248150_at 390.887740575921 398.721975113559 570.285658872325 92.709191708337 295.685123892177 338.787223121467
248151_at 999.12544017399 955.898769629157 621.524114486971 379.770010984822 609.133870412718 401.310875494125
248152_at 116.032375028001 193.21552050057 364.54493867707 258.084607297342 145.741840747209 152.475865273962
248153_at 4.99269177455473 8.38603957967557 217.029471792193 114.552824792086 6.40626202849684 18.3361324740652
248154_at 241.135109814461 161.772271996175 76.7622419798772 295.666979053525 224.613541861209 51.0497407864972
248155_at 555.24082024837 508.071015244949 433.101128457463 400.554841709703 588.844197284877 724.404750739769
248156_at 4.3765762315874 107.356433666349 59.2028656874762 41.8713226315162 3.48614271598186 15.8704118871046
248157_at 39.1237722463187 34.5427711081466 118.261341770756 133.052421591827 34.936810232992 191.915333048164
248158_at 703.506231004866 699.281639304409 354.81060108125 426.784588954555 679.212999002925 804.538092781615
248159_at 31.410133748568 13.4000730277362 139.503454211132 213.154101610584 9.78264936209307 11.0273992692714
248160_at 111.073582571914 159.102495854883 56.0166448340205 160.14965449141 152.334745847967 68.5291021142341
248161_at 2.26063648787553 148.459695399483 20.7594748862934 26.7013676033178 23.0470388647202 11.3148235109313
248162_at 5431.13982021658 4154.45141766018 3121.78306227701 4186.16676656272 4846.30041735972 4088.65740062886
248163_at 642.048189322455 603.362317907767 627.634758977866 560.582495853298 571.969749293573 255.570476223574
248164_at 209.072068375421 229.928980766588 255.303719387053 274.778525016497 340.409572854279 190.811080910636
248165_at 1342.21221135145 1753.03478715420 1385.32248393422 1616.97118813950 1495.91797633613 1571.24777175013
248166_at 298.488332210325 322.118683817473 140.786250058220 144.852108741210 233.351203656982 259.701709759959
248167_at 247.546044872513 264.185394006292 132.015696631316 392.590380078482 247.783225851247 538.90398052357
